热门,#genre#
新动解码在一线,https://hlszymgsplive.miguvideo.com:443/migu/virtuallive2/5900002409/50/20210706/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=800033&netType=0&sid=5910019523&pid=2028597139&timestamp=20250503100748&Channel_ID=0131_10010001005&ProgramID=713589837&ParentNodeID=-99&assertID=5910019523&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100748&promotionId=&mvid=5900002419&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=4401c112534197655c6b21a1e55279f9&sv=10000&ct=h5
CCTV9纪录,https://hlszymgsplive.miguvideo.com:443/migu/kailu/20200324/cctv9hd/50/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699004&netType=0&sid=5501083624&pid=2028597139&timestamp=20250503100756&Channel_ID=0131_10010001005&ProgramID=673168140&ParentNodeID=-99&assertID=5501083624&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100756&promotionId=&mvid=5102910384&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=a45c1a5817d3b7538a784b01a17b87a9&sv=10000&ct=h5
CGTN外语记录,https://hlszymgsplive.miguvideo.com:443/envivo_v/2018/SD/cctv/doc/1000/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699004&netType=0&sid=2200179356&pid=2028597139&timestamp=20250503100759&Channel_ID=0131_10010001005&ProgramID=609006487&ParentNodeID=-99&assertID=2200179356&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100759&promotionId=&mvid=2200179356&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=1fd3bccda94db5064950840ffdf1161a&sv=10000&ct=h5
CCTV10科教,https://hlszymgsplive.miguvideo.com:443/wd_r2/2018/ocn/cctv10hd/1000/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699004&netType=0&sid=5500212874&pid=2028597139&timestamp=20250503100802&Channel_ID=0131_10010001005&ProgramID=624878405&ParentNodeID=-99&assertID=5500212874&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100802&promotionId=&mvid=5100001696&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=ef212930897846614b8a8fad04c7c056&sv=10000&ct=h5
发现之旅,https://hlszymgsplive.miguvideo.com:443/wd_r3/cnr/faxianzhilv/1000/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699004&netType=0&sid=5500212893&pid=2028597139&timestamp=20250503100806&Channel_ID=0131_10010001005&ProgramID=624878970&ParentNodeID=-99&assertID=5500212893&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100806&promotionId=&mvid=5100001701&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=143184a808bd64c8715b62bd0130e888&sv=10000&ct=h5
老故事,https://hlszymgsplive.miguvideo.com:443/migu/kailu/cctvlaogushi/50/20231109/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699004&netType=0&sid=5910022002&pid=2028597139&timestamp=20250503100809&Channel_ID=0131_10010001005&ProgramID=884121956&ParentNodeID=-99&assertID=5910022002&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100809&promotionId=&mvid=5900006372&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=2769c8dcc63aa83a3219ffc06c6ff3b2&sv=10000&ct=h5
南京教科频道,https://hlszymgsplive.miguvideo.com:443/migu/kailu/nanjingkj/50/20230719/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699067&netType=0&sid=5910021865&pid=2028597139&timestamp=20250503100812&Channel_ID=0131_10010001005&ProgramID=838153729&ParentNodeID=-99&assertID=5910021865&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100812&promotionId=&mvid=5900006205&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=479600b7963d796d7618ace1227a868a&sv=10000&ct=h5
CCTV1综合,https://hlszymgsplive.miguvideo.com:443/wd_r2/cctv/cctv1hd/600/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20250503100816&Channel_ID=0131_10010001005&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100816&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=a5f66ad25e577d856cadaa05633fcc45&sv=10000&ct=h5
CCTV2财经,https://hlszymgsplive.miguvideo.com:443/wd_r2/cctv/cctv2hd/600/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699004&netType=0&sid=5500346945&pid=2028597139&timestamp=20250503100819&Channel_ID=0131_10010001005&ProgramID=631780532&ParentNodeID=-99&assertID=5500346945&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100819&promotionId=&mvid=5101064231&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=96f932d94560d3746e52be666196ae49&sv=10000&ct=h5
CCTV4中文国际,https://hlszymgsplive.miguvideo.com:443/wd_r2/cctv/cctv4hd/600/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699004&netType=0&sid=5500346947&pid=2028597139&timestamp=20250503100823&Channel_ID=0131_10010001005&ProgramID=631780421&ParentNodeID=-99&assertID=5500346947&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100823&promotionId=&mvid=5101064235&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=511e11d92206c0f7c3de6b4ec2757ad5&sv=10000&ct=h5
CCTV7国防军事,https://hlszymgsplive.miguvideo.com:443/migu/kailu/20200324/cctv7hd/50/index.m3u8?msisdn=16136158-41a8-4096-aeef-e5f4a1574d6e&mdspid=&spid=699004&netType=0&sid=5501083622&pid=2028597139&timestamp=20250503100826&Channel_ID=0131_10010001005&ProgramID=673168121&ParentNodeID=-99&assertID=5501083622&client_ip=2408:8214:8222:b4c0:f485:519f:640a:d7cc&SecurityKey=20250503100826&promotionId=&mvid=5102910278&mcid=500020&playurlVersion=WX-A1-8.4.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&tid=h5&conFee=0&encrypt=7fb4e8cf80a24dba6eba1b13702e93c0&sv=10000&ct=h5
